escopo_autuacao,mes,uf,amparo_legal,descricao_infracao,quantidade_autos,data_referencia
EXCESSO DE PESO,SETEMBRO,SP,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,120,2020-09-01
EXCESSO DE PESO,SETEMBRO,SP,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,164,2020-09-01
EXCESSO DE PESO,SETEMBRO,SP,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,851,2020-09-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,OUTUBRO,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT EM ATÉ 600 KG,1,2020-10-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,OUTUBRO,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,4,2020-10-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,OUTUBRO,MG,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,2,2020-10-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,OUTUBRO,MS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,2,2020-10-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,OUTUBRO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ENTRE 601 E 1000 KG,2,2020-10-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,OUTUBRO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,6,2020-10-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,OUTUBRO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT EM ATÉ 600 KG,9,2020-10-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,OUTUBRO,SC,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,1,2020-10-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,OUTUBRO,SP,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,1,2020-10-01
EVASÃO DE BALANÇA,OUTUBRO,ES,"LEI 9503 DE 23/09/1997 TRANSPOR, SEM AUTORIZAÇÃO, BLOQUEIO VIÁRIO COM OU SEM SINALIZAÇÃO OU DISPOSITIVOS AUXILIARES, DEIXAR DE ADENTRAR ÀS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS OU EVADIR-SE PARA NÃO EFETUAR O PAGAMENTO DO PEDÁGIO.",ART. 209 DEIXAR DE ADENTRAR AS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS,817,2020-10-01
EVASÃO DE BALANÇA,OUTUBRO,RJ,"LEI 9503 DE 23/09/1997 TRANSPOR, SEM AUTORIZAÇÃO, BLOQUEIO VIÁRIO COM OU SEM SINALIZAÇÃO OU DISPOSITIVOS AUXILIARES, DEIXAR DE ADENTRAR ÀS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS OU EVADIR-SE PARA NÃO EFETUAR O PAGAMENTO DO PEDÁGIO.",ART. 209 DEIXAR DE ADENTRAR AS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS,4302,2020-10-01
EVASÃO DE BALANÇA,OUTUBRO,SP,"LEI 9503 DE 23/09/1997 TRANSPOR, SEM AUTORIZAÇÃO, BLOQUEIO VIÁRIO COM OU SEM SINALIZAÇÃO OU DISPOSITIVOS AUXILIARES, DEIXAR DE ADENTRAR ÀS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS OU EVADIR-SE PARA NÃO EFETUAR O PAGAMENTO DO PEDÁGIO.",ART. 209 DEIXAR DE ADENTRAR AS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS,1067,2020-10-01
EXCESSO DE PESO,OUTUBRO,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,242,2020-10-01
EXCESSO DE PESO,OUTUBRO,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,344,2020-10-01
EXCESSO DE PESO,OUTUBRO,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,2314,2020-10-01
EXCESSO DE PESO,OUTUBRO,GO,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,1,2020-10-01
EXCESSO DE PESO,OUTUBRO,GO,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,4,2020-10-01
EXCESSO DE PESO,OUTUBRO,MG,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,81,2020-10-01
EXCESSO DE PESO,OUTUBRO,MG,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,167,2020-10-01
EXCESSO DE PESO,OUTUBRO,MG,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,1040,2020-10-01
EXCESSO DE PESO,OUTUBRO,MS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,12,2020-10-01
EXCESSO DE PESO,OUTUBRO,MS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,38,2020-10-01
EXCESSO DE PESO,OUTUBRO,MS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,92,2020-10-01
EXCESSO DE PESO,OUTUBRO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,395,2020-10-01
EXCESSO DE PESO,OUTUBRO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,500,2020-10-01
EXCESSO DE PESO,OUTUBRO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,2777,2020-10-01
EXCESSO DE PESO,OUTUBRO,RS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,67,2020-10-01
EXCESSO DE PESO,OUTUBRO,RS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,101,2020-10-01
EXCESSO DE PESO,OUTUBRO,RS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,512,2020-10-01
EXCESSO DE PESO,OUTUBRO,SC,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,39,2020-10-01
EXCESSO DE PESO,OUTUBRO,SC,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,67,2020-10-01
EXCESSO DE PESO,OUTUBRO,SC,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,596,2020-10-01
EXCESSO DE PESO,OUTUBRO,SP,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,115,2020-10-01
EXCESSO DE PESO,OUTUBRO,SP,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,139,2020-10-01
EXCESSO DE PESO,OUTUBRO,SP,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,802,2020-10-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,NOVEMBRO,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,2,2020-11-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,NOVEMBRO,MS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,1,2020-11-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,NOVEMBRO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ENTRE 601 E 1000 KG,3,2020-11-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,NOVEMBRO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,4,2020-11-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,NOVEMBRO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT EM ATÉ 600 KG,18,2020-11-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,NOVEMBRO,SP,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,1,2020-11-01
EVASÃO DE BALANÇA,NOVEMBRO,ES,"LEI 9503 DE 23/09/1997 TRANSPOR, SEM AUTORIZAÇÃO, BLOQUEIO VIÁRIO COM OU SEM SINALIZAÇÃO OU DISPOSITIVOS AUXILIARES, DEIXAR DE ADENTRAR ÀS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS OU EVADIR-SE PARA NÃO EFETUAR O PAGAMENTO DO PEDÁGIO.",ART. 209 DEIXAR DE ADENTRAR AS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS,1130,2020-11-01
EVASÃO DE BALANÇA,NOVEMBRO,RJ,"LEI 9503 DE 23/09/1997 TRANSPOR, SEM AUTORIZAÇÃO, BLOQUEIO VIÁRIO COM OU SEM SINALIZAÇÃO OU DISPOSITIVOS AUXILIARES, DEIXAR DE ADENTRAR ÀS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS OU EVADIR-SE PARA NÃO EFETUAR O PAGAMENTO DO PEDÁGIO.",ART. 209 DEIXAR DE ADENTRAR AS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS,8413,2020-11-01
EVASÃO DE BALANÇA,NOVEMBRO,SP,"LEI 9503 DE 23/09/1997 TRANSPOR, SEM AUTORIZAÇÃO, BLOQUEIO VIÁRIO COM OU SEM SINALIZAÇÃO OU DISPOSITIVOS AUXILIARES, DEIXAR DE ADENTRAR ÀS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS OU EVADIR-SE PARA NÃO EFETUAR O PAGAMENTO DO PEDÁGIO.",ART. 209 DEIXAR DE ADENTRAR AS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS,733,2020-11-01
EXCESSO DE PESO,NOVEMBRO,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,163,2020-11-01
EXCESSO DE PESO,NOVEMBRO,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,249,2020-11-01
EXCESSO DE PESO,NOVEMBRO,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,2030,2020-11-01
EXCESSO DE PESO,NOVEMBRO,MG,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,88,2020-11-01
EXCESSO DE PESO,NOVEMBRO,MG,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,192,2020-11-01
EXCESSO DE PESO,NOVEMBRO,MG,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,1163,2020-11-01
EXCESSO DE PESO,NOVEMBRO,MS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,7,2020-11-01
EXCESSO DE PESO,NOVEMBRO,MS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,46,2020-11-01
EXCESSO DE PESO,NOVEMBRO,MS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,96,2020-11-01
EXCESSO DE PESO,NOVEMBRO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,439,2020-11-01
EXCESSO DE PESO,NOVEMBRO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,512,2020-11-01
EXCESSO DE PESO,NOVEMBRO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,4101,2020-11-01
EXCESSO DE PESO,NOVEMBRO,RS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,62,2020-11-01
EXCESSO DE PESO,NOVEMBRO,RS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,81,2020-11-01
EXCESSO DE PESO,NOVEMBRO,RS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,683,2020-11-01
EXCESSO DE PESO,NOVEMBRO,SC,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,41,2020-11-01
EXCESSO DE PESO,NOVEMBRO,SC,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,121,2020-11-01
EXCESSO DE PESO,NOVEMBRO,SC,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,561,2020-11-01
EXCESSO DE PESO,NOVEMBRO,SP,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,96,2020-11-01
EXCESSO DE PESO,NOVEMBRO,SP,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,131,2020-11-01
EXCESSO DE PESO,NOVEMBRO,SP,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,756,2020-11-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,DEZEMBRO,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,3,2020-12-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,DEZEMBRO,MG,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,1,2020-12-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,DEZEMBRO,MS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,4,2020-12-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,DEZEMBRO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ENTRE 601 E 1000 KG,1,2020-12-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,DEZEMBRO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,3,2020-12-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,DEZEMBRO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT EM ATÉ 600 KG,4,2020-12-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,DEZEMBRO,RS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,2,2020-12-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,DEZEMBRO,SC,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,1,2020-12-01
